TariffType,TariffID,EntityID,EntityType,CustomerID,ReportingMonth,PeakConsumption,StandardConsumption,OffPeakConsumption,Block1Consumption,Block2Consumption,Block3Consumption,Block4Consumption,NonTOUConsumption,Scenario
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2022-07-01,0.0,0.0,0.0,178.0,92.0,0.0,0.0,0.0,happy_path
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2022-08-01,0.0,0.0,0.0,191.0,99.0,0.0,0.0,0.0,happy_path
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2022-09-01,0.0,0.0,0.0,204.0,106.0,0.0,0.0,0.0,happy_path
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2022-10-01,0.0,0.0,0.0,217.0,113.0,0.0,0.0,0.0,happy_path
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2022-11-01,0.0,0.0,0.0,230.0,120.0,0.0,0.0,0.0,happy_path
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2022-12-01,0.0,0.0,0.0,243.0,127.0,0.0,0.0,0.0,happy_path
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2023-01-01,0.0,0.0,0.0,256.0,134.0,0.0,0.0,0.0,happy_path
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2023-02-01,0.0,0.0,0.0,269.0,141.0,0.0,0.0,0.0,happy_path
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2023-03-01,0.0,0.0,0.0,282.0,148.0,0.0,0.0,0.0,happy_path
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2023-04-01,0.0,0.0,0.0,295.0,155.0,0.0,0.0,0.0,happy_path
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2023-05-01,0.0,0.0,0.0,308.0,162.0,0.0,0.0,0.0,happy_path
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2023-06-01,0.0,0.0,0.0,321.0,169.0,0.0,0.0,0.0,happy_path
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2023-07-01,0.0,0.0,0.0,334.0,176.0,0.0,0.0,0.0,happy_path
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2023-08-01,0.0,0.0,0.0,347.0,183.0,0.0,0.0,0.0,happy_path
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2023-09-01,0.0,0.0,0.0,360.0,190.0,0.0,0.0,0.0,happy_path
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2023-10-01,0.0,0.0,0.0,373.0,197.0,0.0,0.0,0.0,happy_path
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2023-11-01,0.0,0.0,0.0,386.0,204.0,0.0,0.0,0.0,happy_path
PPU,PPU_SYNTHETIC,CSA_SYNTH_002,CSA,SYNTH_CUST_004,2023-12-01,0.0,0.0,0.0,399.0,211.0,0.0,0.0,0.0,happy_path
LPU,MININTER,POD_TARIFF_CHANGE,POD,SYNTH_CUST_005,2021-01-01,300.0,800.0,500.0,0.0,0.0,0.0,0.0,0.0,happy_path
LPU,MININTER,POD_TARIFF_CHANGE,POD,SYNTH_CUST_005,2021-02-01,320.0,830.0,525.0,0.0,0.0,0.0,0.0,0.0,happy_path
LPU,MININTER,POD_TARIFF_CHANGE,POD,SYNTH_CUST_005,2021-03-01,340.0,860.0,550.0,0.0,0.0,0.0,0.0,0.0,happy_path
LPU,MININTER,POD_TARIFF_CHANGE,POD,SYNTH_CUST_005,2021-04-01,360.0,890.0,575.0,0.0,0.0,0.0,0.0,0.0,happy_path
LPU,MININTER,POD_TARIFF_CHANGE,POD,SYNTH_CUST_005,2021-05-01,380.0,920.0,600.0,0.0,0.0,0.0,0.0,0.0,happy_path
LPU,MININTER,POD_TARIFF_CHANGE,POD,SYNTH_CUST_005,2021-06-01,400.0,950.0,625.0,0.0,0.0,0.0,0.0,0.0,happy_path
LPU,MININTER,POD_TARIFF_CHANGE,POD,SYNTH_CUST_005,2021-07-01,420.0,980.0,650.0,0.0,0.0,0.0,0.0,0.0,happy_path
LPU,MININTER,POD_TARIFF_CHANGE,POD,SYNTH_CUST_005,2021-08-01,440.0,1010.0,675.0,0.0,0.0,0.0,0.0,0.0,happy_path
LPU,MININTER,POD_TARIFF_CHANGE,POD,SYNTH_CUST_005,2021-09-01,460.0,1040.0,700.0,0.0,0.0,0.0,0.0,0.0,happy_path
LPU,MININTER,POD_TARIFF_CHANGE,POD,SYNTH_CUST_005,2021-10-01,480.0,1070.0,725.0,0.0,0.0,0.0,0.0,0.0,happy_path
LPU,MININTER,POD_TARIFF_CHANGE,POD,SYNTH_CUST_005,2021-11-01,500.0,1100.0,750.0,0.0,0.0,0.0,0.0,0.0,happy_path
LPU,MININTER,POD_TARIFF_CHANGE,POD,SYNTH_CUST_005,2021-12-01,520.0,1130.0,775.0,0.0,0.0,0.0,0.0,0.0,happy_path
SPU,SPU_SYNTHETIC,COMBO_TARIFF_CHANGE,Combo,SYNTH_CUST_005,2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,happy_path
SPU,SPU_SYNTHETIC,COMBO_TARIFF_CHANGE,Combo,SYNTH_CUST_005,2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,happy_path
SPU,SPU_SYNTHETIC,COMBO_TARIFF_CHANGE,Combo,SYNTH_CUST_005,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,happy_path
SPU,SPU_SYNTHETIC,COMBO_TARIFF_CHANGE,Combo,SYNTH_CUST_005,2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,happy_path
SPU,SPU_SYNTHETIC,COMBO_TARIFF_CHANGE,Combo,SYNTH_CUST_005,2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,happy_path
SPU,SPU_SYNTHETIC,COMBO_TARIFF_CHANGE,Combo,SYNTH_CUST_005,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,happy_path
SPU,SPU_SYNTHETIC,COMBO_TARIFF_CHANGE,Combo,SYNTH_CUST_005,2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,happy_path
SPU,SPU_SYNTHETIC,COMBO_TARIFF_CHANGE,Combo,SYNTH_CUST_005,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,happy_path
SPU,SPU_SYNTHETIC,COMBO_TARIFF_CHANGE,Combo,SYNTH_CUST_005,2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,happy_path
SPU,SPU_SYNTHETIC,COMBO_TARIFF_CHANGE,Combo,SYNTH_CUST_005,2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,happy_path
SPU,SPU_SYNTHETIC,COMBO_TARIFF_CHANGE,Combo,SYNTH_CUST_005,2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,happy_path
SPU,SPU_SYNTHETIC,COMBO_TARIFF_CHANGE,Combo,SYNTH_CUST_005,2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,happy_path
LPU,MININTER,POD_SHORT_SERIES,POD,SYNTH_EDGE_001,2024-07-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,short_series
LPU,MININTER,POD_SHORT_SERIES,POD,SYNTH_EDGE_001,2024-08-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,short_series
LPU,MININTER,POD_SHORT_SERIES,POD,SYNTH_EDGE_001,2024-09-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,short_series
LPU,MININTER,POD_SHORT_SERIES,POD,SYNTH_EDGE_001,2024-10-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,short_series
LPU,MININTER,POD_SHORT_SERIES,POD,SYNTH_EDGE_001,2024-11-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,short_series
LPU,MININTER,POD_SHORT_SERIES,POD,SYNTH_EDGE_001,2024-12-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,short_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2022-01-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2022-02-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2022-03-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2022-04-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2022-05-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2022-06-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2022-07-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2022-08-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2022-09-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2023-02-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2023-03-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2023-04-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2023-05-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2023-06-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2023-07-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2023-08-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2023-09-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2023-10-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2023-11-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
LPU,MININTER,POD_GAPPED_SERIES,POD,SYNTH_EDGE_002,2023-12-01,200.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,gapped_series
