EntityID,TariffType,TariffID,EntityType,ReportingMonth,PeakConsumption,StandardConsumption,OffPeakConsumption,Block1Consumption,Block2Consumption,Block3Consumption,Block4Consumption,NonTOUConsumption,Scenario
1000000001.MEGAFLEX,LPU,MEGAFLEX,POD,2025-05-01,5055820,3437957.5,1617862,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000001.MEGAFLEX,LPU,MEGAFLEX,POD,2025-06-01,5381415,3659361.9,1722053,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000001.MEGAFLEX,LPU,MEGAFLEX,POD,2025-07-01,5251215,3570826.3,1680389,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000001.MEGAFLEX,LPU,MEGAFLEX,POD,2025-08-01,5396615,3669698.4,1726917,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000001.MEGAFLEX,LPU,MEGAFLEX,POD,2025-09-01,5241945,3564522.8,1677422,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000001.MEGAFLEX,LPU,MEGAFLEX,POD,2025-10-01,4729190,3215849.0,1513341,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000001.MEGAFLEX,LPU,MEGAFLEX,POD,2025-11-01,4284537,2913485.3,1371052,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000001.MEGAFLEX,LPU,MEGAFLEX,POD,2025-12-01,4218404,2868514.6,1349889,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000001.MEGAFLEX,LPU,MEGAFLEX,POD,2026-01-01,3893263,2647418.7,1245844,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000001.MEGAFLEX,LPU,MEGAFLEX,POD,2026-02-01,4023020,2735653.5,1287366,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000001.MEGAFLEX,LPU,MEGAFLEX,POD,2026-03-01,4400957,2992650.9,1408306,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000001.MEGAFLEX,LPU,MEGAFLEX,POD,2026-04-01,5158580,3507834.1,1650745,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2024-05-01,2702404,2026802.7,900801,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2024-06-01,2770971,2078227.9,923657,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2024-07-01,2657826,1993369.4,885942,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2024-08-01,2566801,1925100.9,855600,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2024-09-01,2659260,1994445.2,886420,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2024-10-01,2459077,1844308.1,819692,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2024-11-01,2230698,1673023.3,743566,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2024-12-01,2072337,1554253.1,690779,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2025-01-01,2164433,1623324.4,721478,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2025-02-01,2254900,1691175.1,751633,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2025-03-01,2392627,1794470.5,797542,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2025-04-01,2505579,1879184.4,835193,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2025-05-01,2657578,1993183.6,885859,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2025-06-01,2880654,2160490.3,960218,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2025-07-01,2740096,2055072.3,913365,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2025-08-01,2813587,2110190.4,937862,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2025-09-01,2674074,2005555.7,891358,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2025-10-01,2527732,1895799.3,842577,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2025-11-01,2430710,1823032.3,810237,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2025-12-01,2365326,1773994.7,788442,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2026-01-01,2268835,1701626.0,756278,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2026-02-01,2368859,1776644.1,789620,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2026-03-01,2190627,1642970.1,730209,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000002.MEGAFLEX,LPU,MEGAFLEX,POD,2026-04-01,2632250,1974187.2,877417,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2024-05-01,1495690,949188.2,431449,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2024-06-01,1495941,949347.0,431521,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2024-07-01,1422711,902874.5,410397,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2024-08-01,1569946,996311.8,452869,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2024-09-01,1472523,934485.7,424766,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2024-10-01,1205472,765011.2,347732,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2024-11-01,1282451,813863.2,369938,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2024-12-01,1209016,767260.1,348755,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2025-01-01,1246757,791211.3,359641,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2025-02-01,1180203,748974.8,340443,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2025-03-01,1225152,777500.3,353409,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2025-04-01,1495564,949107.6,431413,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2025-05-01,1431493,908447.3,412931,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2025-06-01,1424181,903807.5,410822,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2025-07-01,1522411,966145.5,439157,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2025-08-01,1746291,1108223.3,503738,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2025-09-01,1550849,984192.9,447360,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2025-10-01,1457022,924648.8,420295,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2025-11-01,1245333,790307.6,359231,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2025-12-01,1287747,817224.1,371466,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2026-01-01,1319994,837688.3,380767,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2026-02-01,1289709,818469.2,372031,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2026-03-01,1303084,826957.2,375890,0.0,0.0,0.0,0.0,0.0,synthetic_clean
1000000003.GENWHE,LPU,GENWHE,POD,2026-04-01,1466912,930924.7,423148,0.0,0.0,0.0,0.0,0.0,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2024-05-01,0,2010797.4,0,0.0,0.0,0.0,0.0,2010797.4,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2024-06-01,0,2145290.9,0,0.0,0.0,0.0,0.0,2145290.9,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2024-07-01,0,2164731.1,0,0.0,0.0,0.0,0.0,2164731.1,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2024-08-01,0,1840640.8,0,0.0,0.0,0.0,0.0,1840640.8,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2024-09-01,0,2018553.6,0,0.0,0.0,0.0,0.0,2018553.6,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2024-10-01,0,1849895.2,0,0.0,0.0,0.0,0.0,1849895.2,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2024-11-01,0,1806955.8,0,0.0,0.0,0.0,0.0,1806955.8,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2024-12-01,0,1617472.3,0,0.0,0.0,0.0,0.0,1617472.3,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2025-01-01,0,1441317.8,0,0.0,0.0,0.0,0.0,1441317.8,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2025-02-01,0,1774205.6,0,0.0,0.0,0.0,0.0,1774205.6,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2025-03-01,0,1502737.5,0,0.0,0.0,0.0,0.0,1502737.5,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2025-04-01,0,2106921.7,0,0.0,0.0,0.0,0.0,2106921.7,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2025-05-01,0,2187854.5,0,0.0,0.0,0.0,0.0,2187854.5,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2025-06-01,0,2282709.4,0,0.0,0.0,0.0,0.0,2282709.4,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2025-07-01,0,2200436.1,0,0.0,0.0,0.0,0.0,2200436.1,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2025-08-01,0,2062083.5,0,0.0,0.0,0.0,0.0,2062083.5,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2025-09-01,0,2265336.1,0,0.0,0.0,0.0,0.0,2265336.1,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2025-10-01,0,1908403.9,0,0.0,0.0,0.0,0.0,1908403.9,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2025-11-01,0,1684460.1,0,0.0,0.0,0.0,0.0,1684460.1,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2025-12-01,0,1648222.5,0,0.0,0.0,0.0,0.0,1648222.5,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2026-01-01,0,1567564.7,0,0.0,0.0,0.0,0.0,1567564.7,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2026-02-01,0,1648306.1,0,0.0,0.0,0.0,0.0,1648306.1,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2026-03-01,0,1808332.4,0,0.0,0.0,0.0,0.0,1808332.4,synthetic_clean
RESSYN01LANDR1V500ZX,SPU,LANDR1,Combo,2026-04-01,0,2128629.3,0,0.0,0.0,0.0,0.0,2128629.3,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2024-05-01,0,1010008.5,0,0.0,0.0,0.0,0.0,1010008.5,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2024-06-01,0,1181581.0,0,0.0,0.0,0.0,0.0,1181581.0,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2024-07-01,0,1168057.3,0,0.0,0.0,0.0,0.0,1168057.3,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2024-08-01,0,1150106.1,0,0.0,0.0,0.0,0.0,1150106.1,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2024-09-01,0,958738.3,0,0.0,0.0,0.0,0.0,958738.3,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2024-10-01,0,904506.0,0,0.0,0.0,0.0,0.0,904506.0,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2024-11-01,0,910259.1,0,0.0,0.0,0.0,0.0,910259.1,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2024-12-01,0,749039.2,0,0.0,0.0,0.0,0.0,749039.2,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2025-01-01,0,689081.3,0,0.0,0.0,0.0,0.0,689081.3,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2025-02-01,0,722119.3,0,0.0,0.0,0.0,0.0,722119.3,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2025-03-01,0,736469.4,0,0.0,0.0,0.0,0.0,736469.4,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2025-04-01,0,1028706.2,0,0.0,0.0,0.0,0.0,1028706.2,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2025-05-01,0,1096487.5,0,0.0,0.0,0.0,0.0,1096487.5,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2025-06-01,0,1089001.9,0,0.0,0.0,0.0,0.0,1089001.9,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2025-07-01,0,1279508.1,0,0.0,0.0,0.0,0.0,1279508.1,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2025-08-01,0,1341548.4,0,0.0,0.0,0.0,0.0,1341548.4,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2025-09-01,0,1135716.0,0,0.0,0.0,0.0,0.0,1135716.0,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2025-10-01,0,893498.7,0,0.0,0.0,0.0,0.0,893498.7,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2025-11-01,0,797299.3,0,0.0,0.0,0.0,0.0,797299.3,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2025-12-01,0,740290.3,0,0.0,0.0,0.0,0.0,740290.3,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2026-01-01,0,740419.1,0,0.0,0.0,0.0,0.0,740419.1,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2026-02-01,0,710160.7,0,0.0,0.0,0.0,0.0,710160.7,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2026-03-01,0,811529.1,0,0.0,0.0,0.0,0.0,811529.1,synthetic_clean
RESSYN02LANDR1V500ZX,SPU,LANDR1,Combo,2026-04-01,0,963881.8,0,0.0,0.0,0.0,0.0,963881.8,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2024-05-01,0,323036.5,0,0.0,0.0,0.0,0.0,323036.5,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2024-06-01,0,385086.0,0,0.0,0.0,0.0,0.0,385086.0,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2024-07-01,0,392984.8,0,0.0,0.0,0.0,0.0,392984.8,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2024-08-01,0,394566.7,0,0.0,0.0,0.0,0.0,394566.7,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2024-09-01,0,349736.9,0,0.0,0.0,0.0,0.0,349736.9,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2024-10-01,0,297245.2,0,0.0,0.0,0.0,0.0,297245.2,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2024-11-01,0,268696.7,0,0.0,0.0,0.0,0.0,268696.7,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2024-12-01,0,234123.4,0,0.0,0.0,0.0,0.0,234123.4,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2025-01-01,0,221993.0,0,0.0,0.0,0.0,0.0,221993.0,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2025-02-01,0,222905.9,0,0.0,0.0,0.0,0.0,222905.9,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2025-03-01,0,298316.4,0,0.0,0.0,0.0,0.0,298316.4,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2025-04-01,0,335519.0,0,0.0,0.0,0.0,0.0,335519.0,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2025-05-01,0,343005.6,0,0.0,0.0,0.0,0.0,343005.6,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2025-06-01,0,418259.3,0,0.0,0.0,0.0,0.0,418259.3,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2025-07-01,0,473486.2,0,0.0,0.0,0.0,0.0,473486.2,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2025-08-01,0,416932.1,0,0.0,0.0,0.0,0.0,416932.1,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2025-09-01,0,410852.1,0,0.0,0.0,0.0,0.0,410852.1,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2025-10-01,0,355977.4,0,0.0,0.0,0.0,0.0,355977.4,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2025-11-01,0,269254.2,0,0.0,0.0,0.0,0.0,269254.2,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2025-12-01,0,245611.6,0,0.0,0.0,0.0,0.0,245611.6,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2026-01-01,0,251652.8,0,0.0,0.0,0.0,0.0,251652.8,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2026-02-01,0,263521.4,0,0.0,0.0,0.0,0.0,263521.4,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2026-03-01,0,314498.5,0,0.0,0.0,0.0,0.0,314498.5,synthetic_clean
RESSYN03LANDR1V500ZX,SPU,LANDR1,Combo,2026-04-01,0,359549.3,0,0.0,0.0,0.0,0.0,359549.3,synthetic_clean
